Order_ID,Date,Region,Category,Product,Units_Sold,Unit_Price,Discount_Pct,Revenue,Profit,Channel
O022453,2023-05-21,East,Beauty,Skincare,5,20.3,8.5,92.85,21.72,Store
O022454,2024-10-19,West,Clothing,Jeans,5,92.9,19.5,374.13,51.2,Wholesale
O022455,2025-12-05,West,Electronics,Headphones,6,21.41,21.1,101.36,19.39,Online
O022456,2025-01-26,North,Beauty,Skincare,11,94.5,0.1,1037.97,233.49,Online
O022457,2025-09-03,North,Clothing,Jeans,2,79.01,10.1,142.06,17.91,Store
O022458,2023-09-04,West,Home,Cookware,4,36.64,0.7,145.48,31.04,Online
O022459,2025-07-05,South,Home,Cookware,9,50.04,19.5,362.57,106.39,Store
O022460,2023-11-17,East,Grocery,Milk,4,56.34,10.1,202.53,61.96,Store
O022461,2025-01-17,West,Home,Cookware,4,38.03,7.2,141.21,31.6,Online
O022462,2023-11-28,South,Home,Cookware,4,137.83,16.1,462.71,98.12,Store
O022463,2024-09-20,North,Electronics,Headphones,9,39.92,21.1,283.43,36.23,Store
O022464,2023-12-16,West,Clothing,Jeans,2,22.59,5.1,42.87,7.95,Online
O022465,2023-10-01,South,Grocery,Milk,13,89.62,19.4,938.48,176.55,Wholesale
O022466,2025-01-24,North,Home,Cookware,6,24.44,17.5,121.05,27.15,Wholesale
O022467,2023-04-20,East,Clothing,Jeans,6,61.21,16.0,308.34,49.25,Online
O022468,2024-02-19,North,Grocery,Milk,13,9.6,23.3,95.73,16.17,Online
O022469,2023-11-30,West,Clothing,Jeans,2,45.15,16.2,75.71,17.78,Wholesale
O022470,2024-06-18,North,Electronics,Headphones,2,38.79,1.8,76.15,19.09,Store
O022471,2023-11-10,West,Electronics,Headphones,8,20.82,16.7,138.76,30.15,Store
O022472,2024-10-16,South,Grocery,Milk,8,73.45,22.4,456.0,115.34,Store
O022473,2023-06-10,East,Grocery,Milk,13,54.18,15.0,598.6,97.41,Store
O022474,2024-06-29,South,Grocery,Milk,9,33.45,12.6,263.24,40.59,Store
O022475,2024-01-16,West,Electronics,Headphones,4,28.36,17.1,94.01,17.14,Wholesale
O022476,2024-12-01,South,Clothing,Jeans,5,40.74,19.0,165.0,47.11,Store
O022477,2023-01-05,East,Grocery,Milk,14,17.48,13.4,211.85,65.76,Online
O022478,2023-05-19,East,Home,Cookware,3,15.25,22.5,35.45,5.29,Store
O022479,2024-02-22,West,Electronics,Headphones,8,35.3,19.4,227.54,70.5,Online
O022480,2023-08-27,South,Home,Cookware,2,25.88,16.6,43.16,12.1,Online
O022481,2023-05-27,North,Home,Cookware,5,17.65,0.3,88.0,27.7,Wholesale
O022482,2023-12-14,South,Grocery,Milk,3,68.31,3.4,197.97,46.27,Wholesale
O022483,2023-10-09,South,Electronics,Headphones,9,9.2,21.4,65.05,8.29,Online
O022484,2023-03-27,East,Clothing,Jeans,12,118.16,16.0,1191.71,179.91,Store
O022485,2023-01-07,West,Home,Cookware,4,40.78,19.4,131.51,33.67,Wholesale
O022486,2024-09-26,South,Grocery,Milk,11,70.97,4.5,745.86,150.29,Online
O022487,2024-03-07,West,Home,Cookware,6,30.05,0.4,179.51,32.99,Store
O022488,2024-01-01,West,Grocery,Milk,2,19.7,10.3,35.34,9.94,Store
O022489,2023-12-17,North,Beauty,Skincare,7,51.59,8.9,328.85,72.93,Online
O022490,2025-01-26,South,Grocery,Milk,8,38.51,24.7,232.12,39.64,Wholesale
O022491,2023-05-24,South,Home,Cookware,3,53.44,13.9,138.05,32.14,Store
O022492,2025-01-11,West,Beauty,Skincare,1,37.18,13.7,32.09,9.52,Online
O022493,2023-09-05,East,Home,Cookware,9,11.97,18.1,88.27,10.9,Online
O022494,2023-08-02,North,Beauty,Skincare,5,85.88,4.1,411.75,83.29,Store
O022495,2023-03-15,South,Grocery,Milk,13,42.57,14.8,471.49,62.86,Wholesale
O022496,2024-12-09,South,Home,Cookware,15,36.79,3.3,533.62,146.01,Online
O022497,2025-10-13,West,Home,Cookware,2,36.25,23.6,55.41,13.02,Wholesale
O022498,2025-12-23,West,Clothing,Jeans,9,17.85,0.1,160.49,48.5,Store
O022499,2023-02-10,North,Electronics,Headphones,1,42.11,4.3,40.28,8.52,Online
O022500,2024-08-27,East,Clothing,Jeans,5,12.42,12.8,54.17,7.55,Store
O022501,2025-08-08,North,Clothing,Jeans,5,28.74,21.3,113.07,20.43,Online
O022502,2025-01-26,South,Beauty,Skincare,11,43.28,24.8,357.86,56.18,Store
O022503,2025-04-05,West,Clothing,Jeans,6,26.07,22.1,121.8,36.79,Store
O022504,2024-07-09,South,Clothing,Jeans,14,28.3,8.0,364.65,110.15,Store
O022505,2023-02-18,South,Home,Cookware,3,18.59,15.6,47.06,7.56,Store
O022506,2025-03-26,West,Home,Cookware,10,30.15,12.1,265.01,81.79,Store
O022507,2025-12-10,East,Grocery,Milk,15,28.83,15.9,363.69,98.88,Store
O022508,2024-08-05,South,Electronics,Headphones,10,68.87,2.0,674.97,204.1,Online
O022509,2024-01-05,North,Electronics,Headphones,1,17.61,14.8,15.01,2.1,Store
O022510,2025-11-24,South,Clothing,Jeans,12,24.49,4.3,281.38,48.42,Online
O022511,2025-09-16,North,Grocery,Milk,8,13.56,20.4,86.31,16.68,Store
O022512,2025-01-04,East,Home,Cookware,7,8.2,3.3,55.5,16.34,Store
O022513,2024-01-03,East,Grocery,Milk,4,88.15,10.3,316.36,40.25,Store
O022514,2023-08-13,South,Grocery,Milk,11,49.18,1.3,534.15,109.63,Online
O022515,2025-03-29,West,Grocery,Milk,2,17.25,22.2,26.84,4.69,Online
O022516,2023-11-14,South,Home,Cookware,8,29.74,18.1,194.74,28.13,Online
O022517,2023-09-30,East,Home,Cookware,2,59.97,11.3,106.35,22.23,Online
O022518,2023-03-28,South,Electronics,Headphones,9,42.01,23.5,289.05,91.31,Wholesale
O022519,2025-05-02,West,Grocery,Milk,9,26.87,0.2,241.32,44.19,Online
O022520,2023-08-21,North,Beauty,Skincare,14,63.35,18.6,722.21,169.47,Store
O022521,2023-02-24,South,Beauty,Skincare,15,50.04,1.9,736.66,154.12,Online
O022522,2024-09-12,South,Grocery,Milk,13,15.85,15.2,174.65,28.68,Online
O022523,2025-09-15,West,Grocery,Milk,7,27.99,4.4,187.22,47.66,Wholesale
O022524,2025-12-31,North,Electronics,Headphones,2,52.64,24.1,79.93,22.25,Store
O022525,2024-07-26,North,Clothing,Jeans,9,25.43,23.2,175.84,49.86,Store
O022526,2023-01-18,North,Grocery,Milk,9,8.64,21.1,61.33,12.44,Store
O022527,2023-03-10,West,Clothing,Jeans,11,29.71,19.7,262.59,81.01,Online
O022528,2025-05-22,West,Clothing,Jeans,7,73.65,23.4,394.9,121.88,Store
O022529,2025-11-15,South,Home,Cookware,15,134.43,23.1,1550.21,263.02,Store
O022530,2025-03-10,South,Clothing,Jeans,7,126.7,9.2,805.74,111.89,Store
O022531,2023-03-06,West,Grocery,Milk,3,55.44,12.2,145.96,27.66,Store
O022532,2025-03-04,West,Grocery,Milk,11,79.22,11.6,770.07,211.14,Online
O022533,2025-01-07,South,Grocery,Milk,15,28.19,25.0,317.25,69.39,Online
O022534,2024-04-28,East,Home,Cookware,11,29.62,13.1,283.2,56.94,Online
O022535,2025-04-26,East,Electronics,Headphones,5,22.52,4.4,107.67,16.6,Wholesale
O022536,2025-01-26,West,Grocery,Milk,5,27.06,17.3,111.91,18.8,Online
O022537,2025-11-26,South,Grocery,Milk,3,6.66,8.2,18.34,4.14,Store
O022538,2024-04-05,South,Beauty,Skincare,13,90.17,0.3,1169.11,245.09,Store
O022539,2023-06-21,North,Grocery,Milk,1,40.75,11.6,36.02,8.3,Online
O022540,2024-03-02,South,Home,Cookware,12,81.6,17.4,808.58,245.75,Online
O022541,2023-03-03,North,Clothing,Jeans,3,46.95,24.0,107.05,13.86,Wholesale
O022542,2024-04-27,North,Grocery,Milk,6,11.15,22.1,52.09,8.17,Online
O022543,2023-10-07,East,Clothing,Jeans,3,46.14,15.2,117.43,16.51,Store
O022544,2023-06-20,West,Grocery,Milk,7,59.52,18.2,340.84,65.67,Store
O022545,2025-01-09,East,Home,Cookware,10,14.19,20.2,113.27,15.56,Online
O022546,2024-11-25,South,Electronics,Headphones,10,25.11,12.9,218.73,52.08,Store
O022547,2025-11-24,South,Grocery,Milk,6,46.79,14.3,240.61,29.06,Online
O022548,2024-10-11,East,Beauty,Skincare,1,56.48,2.3,55.17,16.24,Store
O022549,2023-04-28,North,Grocery,Milk,10,29.74,3.2,287.8,47.83,Online
O022550,2023-03-08,East,Grocery,Milk,8,36.98,0.1,295.65,46.32,Store
O022551,2023-07-30,North,Electronics,Headphones,5,49.21,12.6,214.94,67.53,Online
O022552,2023-06-30,South,Electronics,Headphones,7,22.18,14.2,133.2,19.8,Store
O022553,2025-12-27,South,Clothing,Jeans,1,27.78,4.0,26.66,7.4,Store
O022554,2025-07-16,North,Home,Cookware,15,39.06,8.5,536.12,84.41,Online
O022555,2024-04-23,South,Clothing,Jeans,10,39.52,0.4,393.66,120.38,Online
O022556,2024-10-27,West,Clothing,Jeans,1,71.77,11.5,63.53,14.5,Store
O022557,2023-10-02,West,Home,Cookware,11,37.2,15.5,345.97,88.87,Online
O022558,2024-08-25,West,Home,Cookware,15,25.07,5.5,355.19,59.83,Online
O022559,2024-08-29,South,Grocery,Milk,12,36.67,1.3,434.53,55.04,Store
O022560,2024-04-01,East,Grocery,Milk,5,44.78,6.0,210.43,47.57,Store
O022561,2024-12-13,South,Clothing,Jeans,10,37.78,5.6,356.62,54.14,Wholesale
O022562,2023-03-19,East,Clothing,Jeans,13,61.56,11.1,711.52,121.47,Store
O022563,2024-08-05,South,Grocery,Milk,2,165.44,18.2,270.55,56.86,Store
O022564,2023-09-15,North,Beauty,Skincare,6,50.55,2.5,295.74,78.13,Wholesale
O022565,2024-09-16,North,Clothing,Jeans,10,17.18,23.5,131.44,22.64,Store
O022566,2023-09-06,South,Grocery,Milk,5,27.16,7.2,126.02,22.81,Online
O022567,2023-08-26,West,Beauty,Skincare,4,16.67,8.0,61.32,14.75,Online
O022568,2025-04-17,West,Beauty,Skincare,11,45.87,18.6,410.69,74.66,Wholesale
O022569,2025-07-06,South,Clothing,Jeans,9,25.14,22.9,174.34,44.78,Online
O022570,2023-06-02,East,Grocery,Milk,9,29.52,4.4,254.1,62.38,Store
O022571,2024-10-20,North,Electronics,Headphones,13,34.07,4.9,421.03,60.44,Store
O022572,2023-12-09,South,Electronics,Headphones,3,8.48,13.5,22.01,5.63,Online
O022573,2025-03-04,South,Beauty,Skincare,2,42.86,5.6,80.95,23.05,Store
O022574,2024-11-14,West,Electronics,Headphones,1,27.68,5.2,26.24,8.04,Store
O022575,2023-09-23,West,Electronics,Headphones,5,50.41,18.0,206.76,37.09,Online
O022576,2023-01-10,South,Electronics,Headphones,8,79.91,4.1,613.33,160.73,Store
O022577,2024-05-31,South,Home,Cookware,13,13.93,19.5,145.76,34.95,Online
O022578,2025-05-08,South,Home,Cookware,1,134.59,13.7,116.13,23.85,Store
O022579,2025-06-29,South,Grocery,Milk,4,29.07,12.5,101.76,31.98,Wholesale
O022580,2025-06-07,West,Beauty,Skincare,11,90.79,22.0,778.5,239.87,Store
O022581,2023-01-13,South,Home,Cookware,13,27.45,13.2,309.71,82.34,Online
O022582,2023-09-17,South,Home,Cookware,8,11.26,15.4,76.25,16.47,Online
O022583,2023-08-07,South,Home,Cookware,13,40.44,23.0,404.92,95.21,Store
O022584,2024-12-26,East,Beauty,Skincare,14,47.19,0.5,657.29,101.44,Online
O022585,2025-11-16,West,Home,Cookware,6,32.05,7.6,177.72,44.18,Store
O022586,2024-03-08,West,Home,Cookware,12,56.66,3.5,656.24,168.02,Store
O022587,2023-07-20,East,Home,Cookware,3,60.42,15.5,153.16,20.64,Store
O022588,2023-05-11,West,Home,Cookware,3,42.19,0.9,125.37,23.14,Online
O022589,2025-06-23,West,Electronics,Headphones,2,133.87,20.3,213.5,25.98,Online
O022590,2023-09-07,North,Home,Cookware,4,55.73,21.0,176.11,35.79,Store
O022591,2025-06-03,West,Home,Cookware,8,18.87,1.1,149.27,28.02,Online
O022592,2024-01-19,East,Home,Cookware,15,10.84,18.9,131.84,32.14,Wholesale
O022593,2023-03-15,North,Grocery,Milk,7,24.02,0.0,168.13,42.31,Wholesale
O022594,2025-07-17,North,Home,Cookware,2,18.16,13.7,31.35,5.79,Store
O022595,2024-03-09,East,Grocery,Milk,13,25.96,24.7,254.0,44.58,Wholesale
O022596,2025-01-31,West,Grocery,Milk,12,59.51,18.6,581.22,109.38,Online
O022597,2025-06-10,South,Grocery,Milk,10,16.24,23.0,125.12,15.09,Wholesale
O022598,2024-11-16,East,Grocery,Milk,15,48.66,18.7,593.06,181.34,Store
O022599,2024-12-01,West,Home,Cookware,12,17.36,22.7,160.94,22.52,Online
O022600,2025-11-22,South,Home,Cookware,2,29.47,10.3,52.88,9.72,Online
O022601,2024-09-10,South,Grocery,Milk,8,26.09,17.9,171.3,52.2,Store
O022602,2023-12-31,South,Clothing,Jeans,14,42.35,14.0,509.99,77.25,Store
O022603,2024-09-30,North,Grocery,Milk,9,16.42,12.8,128.83,31.41,Store
O022604,2023-04-21,South,Electronics,Headphones,11,20.83,7.2,212.62,48.32,Online
O022605,2023-09-04,South,Clothing,Jeans,6,38.38,8.1,211.58,39.98,Store
O022606,2023-05-14,West,Beauty,Skincare,7,47.93,22.7,259.37,39.67,Wholesale
O022607,2025-08-01,East,Grocery,Milk,15,23.84,4.9,340.09,105.0,Online
O022608,2025-04-07,South,Home,Cookware,3,82.03,16.4,205.71,37.67,Store
O022609,2025-07-04,North,Clothing,Jeans,5,6.63,18.7,26.94,3.78,Store
O022610,2024-09-26,East,Beauty,Skincare,13,19.1,15.9,208.7,33.77,Store
O022611,2025-09-01,North,Clothing,Jeans,11,85.59,22.4,730.78,174.07,Store
O022612,2025-07-07,South,Electronics,Headphones,5,27.11,15.7,114.34,32.86,Wholesale
O022613,2025-02-10,South,Grocery,Milk,10,29.61,9.4,268.41,68.51,Online
O022614,2025-09-05,South,Clothing,Jeans,10,35.39,7.8,326.27,75.75,Online
O022615,2023-08-13,South,Electronics,Headphones,15,69.53,2.2,1020.0,299.79,Store
O022616,2025-08-14,East,Clothing,Jeans,2,72.35,4.8,137.81,24.96,Store
O022617,2024-02-01,North,Clothing,Jeans,3,54.41,2.7,158.84,20.66,Wholesale
O022618,2024-07-29,West,Electronics,Headphones,8,50.23,12.2,352.86,107.73,Online
O022619,2023-05-04,West,Home,Cookware,1,47.29,16.2,39.61,9.97,Store
O022620,2024-12-13,West,Clothing,Jeans,6,38.73,8.8,212.02,26.35,Store
O022621,2025-09-24,North,Electronics,Headphones,6,75.31,15.9,380.06,90.19,Wholesale
O022622,2025-09-17,North,Clothing,Jeans,12,64.89,23.5,595.54,107.73,Store
O022623,2025-08-22,South,Grocery,Milk,12,21.98,22.4,204.8,63.24,Store
O022624,2023-11-03,North,Home,Cookware,3,22.09,1.6,65.18,8.37,Wholesale
O022625,2024-07-17,East,Clothing,Jeans,5,39.52,16.2,165.63,38.6,Store
O022626,2024-07-16,West,Grocery,Milk,12,51.65,12.6,541.73,132.3,Online
O022627,2023-05-27,West,Beauty,Skincare,11,41.2,15.8,381.47,88.49,Store
O022628,2025-04-24,East,Home,Cookware,5,41.91,0.9,207.6,25.44,Store
O022629,2025-06-06,East,Electronics,Headphones,3,34.89,21.3,82.33,13.91,Store
O022630,2023-04-20,East,Home,Cookware,4,79.01,6.1,296.78,60.16,Online
O022631,2023-03-17,East,Clothing,Jeans,10,38.29,20.7,303.66,70.29,Online
O022632,2024-04-05,South,Grocery,Milk,8,66.34,0.2,529.57,68.99,Online
O022633,2023-03-18,East,Grocery,Milk,10,88.93,5.5,840.56,265.25,Store
O022634,2024-12-04,North,Home,Cookware,2,43.88,4.6,83.76,13.93,Online
O022635,2023-12-15,North,Electronics,Headphones,9,129.77,8.0,1074.47,175.8,Store
O022636,2023-03-25,South,Beauty,Skincare,10,68.97,2.5,672.63,113.08,Store
O022637,2024-05-24,West,Grocery,Milk,5,51.01,22.6,197.31,32.72,Online
O022638,2024-04-26,South,Clothing,Jeans,12,39.55,0.4,472.56,86.83,Store
O022639,2025-07-07,East,Home,Cookware,14,53.9,3.7,726.82,190.83,Wholesale
O022640,2024-07-27,South,Grocery,Milk,8,35.8,3.3,276.81,87.99,Store
O022641,2023-12-10,North,Home,Cookware,13,46.7,21.6,476.25,151.68,Store
O022642,2023-12-06,South,Clothing,Jeans,3,27.73,13.5,72.0,20.02,Wholesale
O022643,2025-11-23,West,Home,Cookware,15,49.82,8.0,687.4,82.94,Online
O022644,2023-03-07,West,Grocery,Milk,2,29.02,22.6,44.91,7.17,Wholesale
O022645,2025-10-22,East,Home,Cookware,15,127.51,23.3,1466.63,431.08,Store
O022646,2024-09-09,South,Home,Cookware,2,57.08,1.4,112.61,26.1,Store
O022647,2024-04-30,South,Beauty,Skincare,6,22.64,10.6,121.42,25.22,Store
O022648,2025-09-12,West,Grocery,Milk,11,29.09,17.3,264.79,55.19,Store
O022649,2024-01-25,North,Clothing,Jeans,1,32.91,8.1,30.26,7.94,Store
O022650,2025-07-28,South,Electronics,Headphones,15,45.59,8.6,625.08,133.61,Store
O022651,2023-01-01,South,Home,Cookware,10,20.69,10.4,185.41,56.11,Online
O022652,2023-03-12,West,Clothing,Jeans,9,48.08,18.1,354.34,42.78,Wholesale
O022653,2024-08-08,East,Clothing,Jeans,15,60.15,15.7,760.23,235.11,Online
O022654,2023-10-01,South,Beauty,Skincare,13,158.29,21.7,1610.38,367.57,Store
O022655,2023-01-07,South,Clothing,Jeans,11,55.8,8.9,559.43,158.83,Store
O022656,2024-10-17,South,Grocery,Milk,5,72.48,0.0,362.23,64.55,Wholesale
O022657,2025-01-05,North,Home,Cookware,12,37.03,3.8,427.49,91.18,Online
O022658,2025-11-07,North,Beauty,Skincare,13,59.71,22.2,604.29,138.03,Wholesale
O022659,2023-06-01,North,Clothing,Jeans,7,27.51,13.6,166.37,35.08,Store
O022660,2025-08-16,East,Clothing,Jeans,15,20.43,2.5,298.69,68.43,Wholesale
O022661,2025-10-26,South,Grocery,Milk,14,79.2,13.6,958.48,125.09,Store
O022662,2023-11-19,South,Grocery,Milk,2,28.46,8.1,52.29,12.43,Store
O022663,2024-11-12,North,Grocery,Milk,14,16.36,14.0,196.91,27.84,Online
O022664,2023-02-26,North,Electronics,Headphones,12,24.83,15.8,250.83,75.46,Online
O022665,2025-01-16,North,Electronics,Headphones,3,21.17,9.6,57.42,12.09,Store
O022666,2025-11-12,North,Electronics,Headphones,12,42.49,10.5,456.15,138.78,Online
O022667,2024-08-24,West,Electronics,Headphones,4,75.01,20.0,240.15,75.7,Store
O022668,2023-11-08,North,Grocery,Milk,10,44.69,12.8,389.88,59.17,Store
O022669,2024-12-18,East,Electronics,Headphones,7,8.52,17.3,49.33,11.99,Store
O022670,2024-02-20,South,Clothing,Jeans,6,110.1,18.8,536.67,100.78,Online
O022671,2025-03-29,North,Home,Cookware,13,59.29,18.3,630.07,143.83,Store
O022672,2024-07-08,East,Home,Cookware,1,8.26,9.2,7.5,2.12,Online
O022673,2025-12-25,North,Clothing,Jeans,7,51.53,8.4,330.36,44.98,Online
O022674,2025-05-17,West,Home,Cookware,8,33.73,8.5,246.87,67.12,Online
O022675,2024-08-23,South,Clothing,Jeans,1,14.94,11.8,13.17,2.94,Online
O022676,2024-08-12,West,Home,Cookware,15,38.8,5.2,551.6,136.11,Store
O022677,2024-07-26,South,Home,Cookware,15,76.19,14.7,974.5,150.73,Store
O022678,2024-05-23,East,Electronics,Headphones,9,21.65,14.3,167.07,35.56,Store
O022679,2025-12-20,North,Clothing,Jeans,4,10.2,21.9,31.87,6.39,Store
O022680,2023-03-29,West,Home,Cookware,6,35.22,1.4,208.33,52.06,Online
O022681,2024-06-09,West,Electronics,Headphones,9,39.04,3.7,338.26,41.63,Online
O022682,2025-10-13,East,Electronics,Headphones,2,78.78,24.4,119.15,34.5,Online
O022683,2025-07-19,North,Home,Cookware,13,33.45,15.1,369.36,89.19,Online
O022684,2024-08-28,East,Clothing,Jeans,4,102.39,3.2,396.27,83.27,Online
O022685,2025-05-07,East,Grocery,Milk,11,59.71,22.2,510.99,131.3,Online
O022686,2023-02-28,South,Electronics,Headphones,2,101.22,10.2,181.82,57.8,Store
O022687,2024-09-14,West,Grocery,Milk,9,27.21,16.6,204.33,57.22,Online
O022688,2024-04-21,West,Clothing,Jeans,4,40.49,2.7,157.62,32.83,Wholesale
O022689,2023-05-25,South,Home,Cookware,12,47.11,21.0,446.87,131.47,Store
O022690,2024-01-09,South,Home,Cookware,13,30.49,20.2,316.36,79.18,Online
O022691,2025-02-19,East,Home,Cookware,3,25.54,7.1,71.15,18.9,Store
O022692,2023-09-25,West,Home,Cookware,10,50.61,9.6,457.39,141.99,Store
O022693,2025-04-07,North,Clothing,Jeans,1,35.12,23.7,26.78,4.61,Store
O022694,2025-11-02,West,Grocery,Milk,12,92.52,9.8,1001.57,149.89,Store
O022695,2024-05-11,West,Grocery,Milk,11,39.03,0.1,428.71,113.86,Wholesale
O022696,2023-10-03,South,Home,Cookware,6,72.23,0.2,432.51,122.65,Online
O022697,2025-12-07,North,Home,Cookware,3,17.51,8.0,48.32,7.0,Wholesale
O022698,2025-08-30,East,Grocery,Milk,5,45.12,7.5,208.7,30.61,Store
O022699,2025-01-21,West,Grocery,Milk,15,52.78,4.3,757.75,240.49,Store
O022700,2023-08-29,South,Home,Cookware,11,22.5,11.0,220.35,48.99,Store
O022701,2023-11-19,West,Beauty,Skincare,2,32.66,3.9,62.77,11.15,Online
O022702,2024-11-16,South,Home,Cookware,10,17.88,9.2,162.35,25.43,Online
O022703,2023-06-13,South,Grocery,Milk,15,18.72,23.8,213.88,38.89,Online
O022704,2023-12-02,South,Clothing,Jeans,10,45.33,16.7,377.74,107.68,Online
O022705,2025-04-17,South,Grocery,Milk,7,17.86,4.5,119.43,17.67,Store
O022706,2024-01-04,North,Beauty,Skincare,4,78.33,12.3,274.83,81.8,Wholesale
O022707,2023-02-25,West,Grocery,Milk,11,44.57,9.0,445.98,74.41,Wholesale
O022708,2025-01-29,West,Home,Cookware,3,65.62,12.2,172.78,41.29,Online
O022709,2025-11-29,West,Grocery,Milk,9,48.35,9.8,392.63,79.96,Online
O022710,2024-06-17,South,Beauty,Skincare,3,42.48,21.0,100.63,14.62,Online
O022711,2024-08-25,West,Home,Cookware,15,35.54,3.3,515.36,99.29,Store
O022712,2023-07-14,South,Home,Cookware,11,143.33,22.4,1222.95,197.57,Online
O022713,2024-05-31,East,Grocery,Milk,5,46.54,11.7,205.53,27.59,Store
O022714,2023-08-01,West,Grocery,Milk,6,25.83,0.9,153.57,31.96,Wholesale
O022715,2024-11-04,East,Electronics,Headphones,10,28.98,18.6,235.91,38.58,Wholesale
O022716,2025-01-30,West,Home,Cookware,1,24.09,5.3,22.81,7.08,Online
O022717,2023-04-05,South,Grocery,Milk,9,54.39,7.7,451.7,99.52,Store
O022718,2023-03-14,West,Grocery,Milk,7,26.06,13.1,158.56,21.77,Online
O022719,2025-07-15,East,Electronics,Headphones,13,31.36,5.3,385.92,118.98,Store
O022720,2025-04-13,East,Grocery,Milk,9,24.43,24.7,165.6,27.05,Wholesale
O022721,2023-11-03,South,Clothing,Jeans,3,26.88,22.0,62.89,11.6,Store
O022722,2024-12-06,East,Clothing,Jeans,14,7.03,10.3,88.27,23.72,Wholesale
O022723,2024-05-16,West,Electronics,Headphones,6,25.32,10.4,136.08,22.7,Store
O022724,2023-04-11,West,Electronics,Headphones,1,30.65,23.1,23.58,4.76,Store
O022725,2025-07-12,East,Clothing,Jeans,4,78.64,12.6,274.9,66.33,Wholesale
O022726,2025-01-13,West,Home,Cookware,7,14.53,24.5,76.79,11.95,Online
O022727,2025-08-25,South,Clothing,Jeans,15,17.65,9.9,238.56,43.89,Online
O022728,2024-12-15,South,Grocery,Milk,2,17.61,4.0,33.79,7.67,Online
O022729,2024-02-06,North,Grocery,Milk,1,27.85,4.4,26.62,4.85,Store
O022730,2024-07-22,West,Grocery,Milk,12,70.21,16.4,704.68,174.19,Online
O022731,2025-03-19,East,Clothing,Jeans,15,26.22,20.2,313.89,95.84,Store
O022732,2025-01-22,West,Clothing,Jeans,10,41.55,4.0,398.72,100.21,Online
O022733,2023-06-01,West,Grocery,Milk,11,73.31,15.4,681.84,89.02,Store
O022734,2024-03-20,North,Clothing,Jeans,6,19.72,18.1,96.92,17.95,Online
O022735,2024-07-19,South,Clothing,Jeans,1,19.87,11.4,17.61,5.5,Wholesale
O022736,2025-09-24,West,Clothing,Jeans,2,24.79,22.0,38.7,9.63,Store
O022737,2025-11-19,East,Clothing,Jeans,1,6.05,23.1,4.65,1.28,Store
O022738,2024-12-17,South,Electronics,Headphones,4,23.6,5.8,88.96,17.59,Online
O022739,2024-05-27,West,Grocery,Milk,5,40.72,7.3,188.73,37.87,Store
O022740,2023-03-18,North,Clothing,Jeans,8,89.07,18.7,579.57,112.66,Online
O022741,2024-05-21,North,Clothing,Jeans,14,28.31,13.2,343.99,94.44,Store
O022742,2023-08-24,North,Clothing,Jeans,3,45.89,20.2,109.86,28.83,Store
O022743,2023-06-12,South,Beauty,Skincare,8,72.37,1.1,572.54,181.53,Wholesale
O022744,2023-10-04,East,Grocery,Milk,2,30.42,23.3,46.65,11.83,Store
O022745,2023-06-25,East,Beauty,Skincare,3,65.31,1.2,193.65,26.02,Store
O022746,2025-07-06,West,Grocery,Milk,6,10.9,7.6,60.45,8.71,Store
O022747,2025-12-04,North,Clothing,Jeans,1,31.78,3.3,30.73,8.34,Online
O022748,2024-12-19,North,Electronics,Headphones,12,60.45,2.1,710.4,202.5,Wholesale
O022749,2023-04-24,North,Grocery,Milk,15,47.66,22.6,553.01,136.79,Store
O022750,2025-06-20,East,Clothing,Jeans,14,37.06,1.5,511.1,76.08,Store
O022751,2025-10-27,East,Beauty,Skincare,8,180.28,10.7,1288.46,338.53,Store
O022752,2024-03-01,South,Clothing,Jeans,12,33.69,13.3,350.39,54.21,Store
O022753,2023-08-11,West,Clothing,Jeans,4,74.33,7.9,273.75,37.38,Online
O022754,2023-09-06,East,Electronics,Headphones,15,26.8,19.4,324.06,96.71,Store
O022755,2024-05-22,West,Grocery,Milk,7,49.66,17.4,287.11,59.77,Wholesale
O022756,2023-11-21,North,Clothing,Jeans,7,53.05,3.2,359.52,57.34,Store
O022757,2025-02-25,South,Home,Cookware,1,56.02,5.4,52.97,14.52,Online
O022758,2024-06-28,South,Grocery,Milk,10,17.55,16.8,146.01,38.62,Wholesale
O022759,2024-04-21,South,Clothing,Jeans,5,32.09,13.6,138.68,17.05,Store
O022760,2025-02-25,South,Clothing,Jeans,1,21.33,4.6,20.34,6.03,Store
O022761,2023-03-07,East,Grocery,Milk,6,61.74,9.3,335.83,76.15,Online
O022762,2025-03-15,North,Home,Cookware,7,25.66,1.9,176.22,34.24,Online
O022763,2023-12-28,West,Home,Cookware,5,39.4,23.0,151.76,33.72,Wholesale
O022764,2025-07-18,West,Beauty,Skincare,9,34.9,3.5,302.95,85.29,Online
O022765,2025-04-01,South,Grocery,Milk,12,70.73,23.6,648.36,183.25,Store
O022766,2023-02-26,North,Electronics,Headphones,9,48.21,7.1,403.26,108.16,Wholesale
O022767,2023-06-16,West,Clothing,Jeans,10,75.84,5.2,718.66,206.72,Wholesale
O022768,2024-04-16,South,Clothing,Jeans,7,67.91,18.5,387.36,72.22,Online
O022769,2025-05-04,West,Home,Cookware,9,32.38,14.8,248.4,64.1,Store
O022770,2024-09-08,South,Home,Cookware,3,23.99,24.0,54.67,6.59,Store
